algorithm,seed,Yhp,Yhc,D,productivity_DH,process_yield_H_Gin,Bp,Bc,G,A,Hp,Hc,H_total
NSGA2,2,0.7168409520605639,0.6414225563003586,0.1485359784472059,0.871910301763013,0.29350138292350353,2.1544856968271158,0.23242752805033254,0.6644448684697722,0.02037511173262999,5.454261798636744,0.4157658598333264,5.870027658470071
NSGA2,2,0.5961514984060252,0.462539586316984,0.2201380911476799,1.0630551286621635,0.24145188211635116,3.0551980007482102,0.37070257344531066,0.8515337885446248,0.01797239178874881,4.510010211463693,0.31902743086333046,4.829037642327023
NSGA2,2,0.7168409520605639,0.6414225563003586,0.14716500237296323,0.8661427258612725,0.294276054732833,2.1620305645158786,0.230411072618643,0.6103797622833673,0.01990741793550311,5.473362265941397,0.41215882871526355,5.88552109465666
NSGA2,2,0.7342781332421677,0.6555426727865826,0.14007490144016002,0.8394592792959248,0.29964657146467516,2.012163665744649,0.2273386947030418,0.6893431052225625,0.018866539017175818,5.560279243436213,0.4326521858572904,5.992931429293503
NSGA2,2,0.6186104704598725,0.4506919415738772,0.2087145404450556,1.0407186304711709,0.24931627385710137,2.8720252006509828,0.39967940168837596,0.8268289493907912,0.013580460934425049,4.658399675233833,0.32792580190819465,4.986325477142027
NSGA2,2,0.6392850635225127,0.5059937763662365,0.19734591031939372,1.019017593488061,0.2581805703089656,2.712718488604206,0.34750325865308845,0.8816127592752099,0.016332219937121105,4.807675635062781,0.3559357711165315,5.163611406179312
NSGA2,2,0.6555032541583143,0.5207295803876606,0.1882192400797944,0.9966150903465784,0.26474846299561866,2.5884943807285024,0.34019260599914003,0.8624552469808409,0.01539694654594293,4.925348382587617,0.36962087732475624,5.294969259912373
NSGA2,2,0.8544863212405528,0.7888361502994699,0.07140329815505742,0.49108967612029886,0.34388444848434185,1.083021764948058,0.13865341484248186,0.4501720837775034,0.011542361641355853,6.359727083003426,0.5179618866834107,6.877688969686837
NSGA2,2,0.8441154010521739,0.7840661492905131,0.07965916141778086,0.5404632393308293,0.33923482855682663,1.1564365733678974,0.14392272858504224,0.6000553444908041,0.014463510206102877,6.2621062536560315,0.5225903174805003,6.784696571136532
NSGA2,2,0.6617612375656821,0.5560913349574113,0.18434228049236756,0.9868485319223249,0.26766744158923,2.5422322784112397,0.302936410323392,0.9091967597051738,0.019161403566399598,4.973855647510355,0.37949318427424483,5.3533488317846
NSGA2,2,0.6336499551016932,0.501868767058851,0.1987717037873032,1.021881800645416,0.25704911241765244,2.7701863413040417,0.3469819550087261,0.8047951979332119,0.016458604399545815,4.791396849092464,0.349585399260585,5.1409822483530485
NSGA2,2,0.7905543745989564,0.7065440078154698,0.10902654203948287,0.6999285608232043,0.32098998451667493,1.572847753499181,0.20063907133908504,0.6178398316801029,0.014021014698761162,5.9367278248281945,0.4830718655053046,6.419799690333499
